date,game,player_name,cluster,line,prediction,edge,edge_pct,direction,pick,confidence,agreement,model_std,blowout_risk,best_over_odds,best_under_odds,best_odds_for_bet,imp_over_prob,imp_under_prob,model_win_prob,kelly,m1_xgb,m4_mean,m5_context,m7_matchup,n_books
2026-03-01,Oklahoma City Thunder @ Dallas Mavericks,Chet Holmgren,C3,8.5,7.73,-0.77,9.1,UNDER,STRONG UNDER,73,HIGH,0.641,0.2,-123,100,100,0.525,0.475,0.885,0.385,7.92,7.92,6.63,7.14,3
2026-03-01,Memphis Grizzlies @ Indiana Pacers,Jarace Walker,C1,7.5,2.84,-4.66,62.1,UNDER,UNDER,71,MED,0.868,0.14,-118,107,107,0.528,0.472,1,0.5,2.65,2.65,3.91,3.52,2
2026-03-01,New Orleans Pelicans @ Los Angeles Clippers,Brook Lopez,C2,4.5,5.05,0.55,12.2,OVER,STRONG OVER,71,HIGH,0.44,0.19,-106,-125,-106,0.481,0.519,0.894,0.3908,5.08,5.08,4.89,3.87,1
2026-03-01,Memphis Grizzlies @ Indiana Pacers,Obi Toppin,C2,4.5,4.01,-0.49,10.9,UNDER,STRONG UNDER,69,HIGH,0.247,0.21,-103,-128,-128,0.475,0.525,0.949,0.4419,3.97,3.97,4.25,4.2,1
2026-03-01,New Orleans Pelicans @ Los Angeles Clippers,DeAndre Jordan,C1,6.5,4.96,-1.54,23.7,UNDER,UNDER,68,MED,0.911,0,-125,-106,-106,0.519,0.481,0.955,0.4536,4.79,4.79,5.93,3.81,1
2026-03-01,Minnesota Timberwolves @ Denver Nuggets,Jamal Murray,C4,4.5,3.99,-0.51,11.3,UNDER,STRONG UNDER,66,HIGH,0.352,0.32,122,-152,-152,0.428,0.572,0.926,0.4068,3.97,3.97,4.11,4.54,3
2026-03-01,Milwaukee Bucks @ Chicago Bulls,Kyle Kuzma,C4,4.5,5.91,1.41,31.3,OVER,OVER,64,MED,1.187,0.38,-140,118,-140,0.56,0.44,0.883,0.3596,6.21,6.21,4.2,4.46,3
2026-03-01,Oklahoma City Thunder @ Dallas Mavericks,Naji Marshall,C2,5.5,4.13,-1.37,24.9,UNDER,UNDER,64,MED,0.823,0.47,-118,-105,-105,0.514,0.486,0.952,0.4508,4.22,4.22,3.66,3.45,3
2026-03-01,Minnesota Timberwolves @ Denver Nuggets,Naz Reid,C2,6.5,5.5,-1,15.4,UNDER,UNDER,62,MED,1.001,0.16,124,-154,-154,0.424,0.576,0.841,0.2981,5.59,5.59,5,3.95,3
2026-03-01,Minnesota Timberwolves @ Denver Nuggets,Rudy Gobert,C3,10.5,12.02,1.52,14.5,OVER,OVER,61,MED,1.412,0.29,-139,110,-139,0.55,0.45,0.859,0.3315,11.9,11.9,12.73,9.85,3
2026-03-01,New Orleans Pelicans @ Los Angeles Clippers,Kris Dunn,C2,3.5,3.1,-0.4,11.4,UNDER,UNDER,60,HIGH,0.259,0.5,-162,122,122,0.579,0.421,0.909,0.4172,3.16,3.16,2.77,3.03,1
2026-03-01,Oklahoma City Thunder @ Dallas Mavericks,Shai Gilgeous-Alexander,C4,4.5,5.1,0.6,13.3,OVER,OVER,59,HIGH,0.594,0.67,120,-148,120,0.432,0.568,0.844,0.357,5.25,5.25,4.24,4.94,3
2026-03-01,Detroit Pistons @ Orlando Magic,Tobias Harris,C3,5.5,6.04,0.54,9.8,OVER,OVER,54,MED,0.881,0.21,-106,-114,-106,0.491,0.509,0.73,0.2219,6.21,6.21,5.08,6.3,3
2026-03-01,San Antonio Spurs @ New York Knicks,Stephon Castle,C2,4.5,3.79,-0.71,15.8,UNDER,UNDER,53,MED,1.277,0.31,-106,-105,-105,0.501,0.499,0.711,0.2038,3.61,3.61,4.78,3.71,3
2026-03-01,Memphis Grizzlies @ Indiana Pacers,Andrew Nembhard,C2,2.5,2.86,0.36,14.4,OVER,PASS,78,HIGH,0.66,0.09,-140,114,-140,0.555,0.445,0.707,0.1484,2.7,2.7,3.74,3.91,2
2026-03-01,Cleveland Cavaliers @ Brooklyn Nets,Sam Merrill,C2,2.5,2.19,-0.31,12.4,UNDER,PASS,78,HIGH,0.431,0,-123,-102,-102,0.522,0.478,0.764,0.2616,2.09,2.09,2.76,3.14,3
2026-03-01,San Antonio Spurs @ New York Knicks,Jose Alvarado,C2,2,2.39,0.39,19.5,OVER,PASS,75,HIGH,0.36,0.57,148,125,148,0.476,0.524,0.861,0.3835,2.35,2.35,2.63,3.09,2
2026-03-01,Detroit Pistons @ Orlando Magic,Tristan da Silva,C2,3.5,3.13,-0.37,10.6,UNDER,PASS,75,HIGH,0.474,0.1,120,122,122,0.502,0.498,0.782,0.3017,3.26,3.26,2.37,2.91,3
2026-03-01,San Antonio Spurs @ New York Knicks,Mikal Bridges,C4,3.5,3.8,0.3,8.6,OVER,PASS,72,HIGH,0.694,0.13,104,-122,104,0.471,0.529,0.667,0.1734,3.87,3.87,3.39,4.65,3
2026-03-01,San Antonio Spurs @ New York Knicks,Jalen Brunson,C4,3.5,3.23,-0.27,7.7,UNDER,PASS,71,HIGH,0.558,0.11,136,134,134,0.498,0.502,0.686,0.2258,3.29,3.29,2.9,4.22,3
2026-03-01,Detroit Pistons @ Orlando Magic,Duncan Robinson,C2,2.5,2.33,-0.17,6.8,UNDER,PASS,69,HIGH,0.402,0.01,128,-157,-157,0.418,0.582,0.664,0.0682,2.4,2.4,1.96,2.81,3
2026-03-01,Detroit Pistons @ Orlando Magic,Ausar Thompson,C3,5.5,5.81,0.31,5.6,OVER,PASS,67,HIGH,0.752,0.14,-102,-125,-102,0.476,0.524,0.66,0.1566,5.77,5.77,6.05,7.19,3
2026-03-01,Oklahoma City Thunder @ Dallas Mavericks,Daniel Gafford,C3,7.5,7.21,-0.29,3.9,UNDER,PASS,65,HIGH,0.395,0,115,-145,-145,0.44,0.56,0.769,0.217,7.25,7.25,6.95,7.66,3
2026-03-01,Oklahoma City Thunder @ Dallas Mavericks,Luguentz Dort,C2,3.5,3.86,0.36,10.3,OVER,PASS,64,HIGH,0.187,0.48,-141,114,-141,0.556,0.444,0.885,0.3614,3.85,3.85,3.9,3.84,3
2026-03-01,Minnesota Timberwolves @ Denver Nuggets,Donte DiVincenzo,C4,3.5,3.62,0.12,3.4,OVER,PASS,64,HIGH,0.356,0.21,-133,108,-133,0.543,0.457,0.632,0.0713,3.68,3.68,3.3,4.2,3
2026-03-01,Minnesota Timberwolves @ Denver Nuggets,Jaden McDaniels,C2,4.5,4.48,-0.02,0.4,UNDER,PASS,60,HIGH,0.716,0.18,-121,-102,-102,0.52,0.48,0.511,0.0061,4.52,4.52,4.25,3.66,3
2026-03-01,Philadelphia 76ers @ Boston Celtics,Tyrese Maxey,C4,3.5,3.51,0.01,0.3,OVER,PASS,59,HIGH,0.479,0.23,-118,-106,-118,0.513,0.487,0.508,0,3.57,3.57,3.16,4.09,3
2026-03-01,Oklahoma City Thunder @ Dallas Mavericks,Khris Middleton,C2,4.5,4.25,-0.25,5.6,UNDER,PASS,57,HIGH,0.404,0.36,128,-134,-134,0.434,0.566,0.732,0.1864,4.32,4.32,3.89,3.7,3
