date,game,player_name,cluster,line,prediction,edge,edge_pct,direction,pick,edge_score,ag_score,agreement,role_flag,last7_vals,confidence,model_std,blowout_risk,best_over_odds,best_under_odds,best_odds_for_bet,home_ml,away_ml,imp_over_prob,imp_under_prob,model_win_prob,kelly,m1_xgb,m4_mean,m5_context,m7_matchup,n_books
2026-03-06,Los Angeles Clippers (+218) @ San Antonio Spurs (-262),Kobe Sanders,C1,2.5,1.67,-0.83,33.2,UNDER,UNDER,7.1,0.8,HIGH,NORMAL,4|1|2|1|1|1|2,91,0.25,0.07,122,-155,-155,-262.5,218,0.426,0.574,0.997,0.4962,1.68,1.68,1.62,1.16,2
2026-03-06,Miami Heat (+240) @ Charlotte Hornets (-290),Miles Bridges,C3,2.5,3.34,0.84,33.6,OVER,OVER,7,0.8,HIGH,NORMAL,5|1|2|2|5|5|2,90,0.287,0.51,145,125,145,-290,240,0.479,0.521,0.997,0.4975,3.39,3.39,3.16,3.08,5
2026-03-06,Miami Heat (+240) @ Charlotte Hornets (-290),Coby White,C3,3.5,4.49,0.99,28.3,OVER,OVER,7,0.6,HIGH,NORMAL,8|3|3|4|6|1|6,90,0.454,0.32,128,-160,128,-290,240,0.416,0.584,0.985,0.4866,4.59,4.59,4.09,3.22,5
2026-03-06,New York Knicks (-125) @ Denver Nuggets (+105),Julian Strawther,C1,0.5,1.42,0.92,184,OVER,OVER,7.3,0.8,HIGH,NORMAL,4|2|1|2|0|1|0,88,0.414,0,-210,155,-210,105,-125,0.633,0.367,0.987,0.4798,1.44,1.44,1.35,1.04,1
2026-03-06,Indiana Pacers (+342) @ Los Angeles Lakers (-435),Aaron Nesmith,C3,1.5,2,0.5,33.3,OVER,OVER,6.1,0.8,HIGH,NORMAL,1|2|1|1|0|1|2,88,0.46,0.22,-110,-120,-110,-435,342,0.49,0.51,0.861,0.3541,2.06,2.06,1.75,2.59,1
2026-03-06,Dallas Mavericks (+661) @ Boston Celtics (-1000),Nikola Vucevic,C3,2.5,3.26,0.76,30.4,OVER,OVER,6.9,0.8,HIGH,NORMAL,0|2|1|4|0|7|1,87,0.438,0.57,145,-162,145,-1000,661,0.398,0.602,0.959,0.4654,3.42,3.42,2.65,3.26,4
2026-03-06,Indiana Pacers (+342) @ Los Angeles Lakers (-435),Jaxson Hayes,C1,1.5,0.81,-0.69,46,UNDER,UNDER,6.2,0.8,HIGH,NORMAL,0|0|1|0|1|1|2,81,0.227,0.48,115,-130,-130,-435,342,0.451,0.549,0.989,0.4873,0.8,0.8,0.83,0.94,2
2026-03-06,New Orleans Pelicans (+180) @ Phoenix Suns (-215),Derik Queen,C1,2.5,3.45,0.95,38,OVER,OVER,7.2,0.6,MED,NORMAL,0|2|1|3|2|4|5,80,0.867,0,160,130,160,-215,180,0.469,0.531,0.863,0.3887,3.64,3.64,2.68,1.53,5
2026-03-06,Indiana Pacers (+342) @ Los Angeles Lakers (-435),Austin Reaves,C1,5.5,4.15,-1.35,24.5,UNDER,UNDER,9.7,0.8,MED,NORMAL,2|3|2|3|5|3|7,80,0.911,0.26,200,-138,-138,-435,342,0.365,0.635,0.931,0.4179,4.24,4.24,3.77,1.87,6
2026-03-06,Indiana Pacers (+342) @ Los Angeles Lakers (-435),Pascal Siakam,C3,3,3.73,0.73,24.3,OVER,OVER,6.5,0.8,MED,NORMAL,5|4|2|4|1|3|1,80,0.741,0.25,160,130,160,-435,342,0.469,0.531,0.838,0.3684,3.84,3.84,3.31,3.22,6
