date,game,player_name,cluster,line,prediction,edge,edge_pct,direction,pick,edge_score,ag_score,agreement,role_flag,last7_vals,confidence,model_std,blowout_risk,best_over_odds,best_under_odds,best_odds_for_bet,home_ml,away_ml,imp_over_prob,imp_under_prob,model_win_prob,kelly,m1_xgb,m4_mean,m5_context,m7_matchup,n_books
2026-05-31,New York Knicks (+170) @ San Antonio Spurs (-202),Luke Kornet,C1,2.5,4.48,1.98,79.2,OVER,STRONG OVER,11,0.8,HIGH,NORMAL,3|2|2|7|1|5|4,91,0.666,0.22,118,-150,118,-202.5,170,0.433,0.567,0.999,0.4991,4.6,4.6,3.8,2.85,2
2026-05-31,New York Knicks (+170) @ San Antonio Spurs (-202),Stephon Castle,C1,4.5,5.55,1.05,23.3,OVER,OVER,7.6,0.6,HIGH,NORMAL,6|5|5|3|5|5|6,90,0.779,0.4,205,122,205,-202.5,170,0.421,0.579,0.911,0.4338,5.64,5.64,5.05,3.27,5
2026-05-31,New York Knicks (+170) @ San Antonio Spurs (-202),Mitchell Robinson,C1,4.5,7.22,2.72,60.4,OVER,OVER,13.1,0.6,MED,NORMAL,4|6|6|6|4|3|10,77,1.38,0.16,160,100,160,-202.5,170,0.435,0.565,0.976,0.4805,7.48,7.48,5.75,3.63,4
2026-05-31,New York Knicks (+170) @ San Antonio Spurs (-202),Mikal Bridges,C1,3.5,2.85,-0.65,18.6,UNDER,UNDER,6,0.8,HIGH,NORMAL,5|3|4|5|3|6|3,73,0.491,0.67,110,-120,-120,-202.5,170,0.466,0.534,0.907,0.3977,2.76,2.76,3.33,3.34,5
2026-05-31,New York Knicks (+170) @ San Antonio Spurs (-202),Dylan Harper,C1,3.5,4.73,1.23,35.1,OVER,OVER,7.7,0.6,MED,NORMAL,11|2|3|5|6|6|7,64,0.926,0.48,135,113,135,-202.5,170,0.475,0.525,0.908,0.4199,4.72,4.72,4.81,3.2,3
2026-05-31,New York Knicks (+170) @ San Antonio Spurs (-202),Josh Hart,C1,8.5,7.47,-1.03,12.1,UNDER,UNDER,9.2,0.8,MED,NORMAL,7|11|9|7|4|9|11,43,1.156,0.69,180,108,108,-202.5,170,0.426,0.574,0.814,0.3209,7.52,7.52,7.22,4.7,5
2026-05-31,New York Knicks (+170) @ San Antonio Spurs (-202),De'Aaron Fox,C1,3.5,4.07,0.57,16.3,OVER,PASS,5.8,0.8,HIGH,NORMAL,4|4|7|10|4|5|0,89,0.675,0.17,150,107,150,-202.5,170,0.453,0.547,0.801,0.3342,3.96,3.96,4.72,3.75,5
2026-05-31,New York Knicks (+170) @ San Antonio Spurs (-202),Devin Vassell,C1,4.5,4.88,0.38,8.4,OVER,PASS,4.6,0.4,HIGH,NORMAL,6|4|7|6|4|1|6,78,0.604,0.27,122,-155,122,-202.5,170,0.426,0.574,0.735,0.2589,4.96,4.96,4.45,3.2,5
2026-05-31,New York Knicks (+170) @ San Antonio Spurs (-202),Keldon Johnson,C1,3.5,3.88,0.38,10.9,OVER,PASS,4.3,0.4,HIGH,NORMAL,0|5|2|3|4|3|3,75,0.462,0.21,205,-131,205,-202.5,170,0.366,0.634,0.795,0.3475,4,4,3.21,2.85,3
2026-05-31,New York Knicks (+170) @ San Antonio Spurs (-202),Jalen Brunson,C1,2.5,2.83,0.33,13.2,OVER,PASS,5.3,0.8,HIGH,NORMAL,1|5|4|5|3|3|2,65,0.238,0.7,135,132,135,-202.5,170,0.497,0.503,0.864,0.3816,2.8,2.8,2.99,3.27,5
2026-05-31,New York Knicks (+170) @ San Antonio Spurs (-202),OG Anunoby,C1,5.5,5.91,0.41,7.5,OVER,PASS,5.7,0.6,MED,NORMAL,7|3|5|5|4|7|7,46,0.908,0.49,140,-106,140,-202.5,170,0.447,0.553,0.674,0.2206,5.96,5.96,5.62,3.56,5
2026-05-31,New York Knicks (+170) @ San Antonio Spurs (-202),Julian Champagnie,C1,5.5,5.82,0.32,5.8,OVER,PASS,5.3,0.6,MED,NORMAL,9|5|5|4|8|6|6,44,0.884,0.39,165,-122,165,-202.5,170,0.407,0.593,0.641,0.2117,5.84,5.84,5.73,3.61,5
2026-05-31,New York Knicks (+170) @ San Antonio Spurs (-202),Victor Wembanyama,C1,12.5,11.72,-0.78,6.2,UNDER,PASS,8.7,0.8,LOW,NORMAL,24|17|4|8|6|10|7,29,2.435,0.36,185,102,102,-202.5,170,0.415,0.585,0.626,0.1297,11.96,11.96,10.38,4.79,5
2026-05-31,New York Knicks (+170) @ San Antonio Spurs (-202),Karl-Anthony Towns,C1,11.5,10.85,-0.65,5.7,UNDER,PASS,8.4,0.8,LOW,NORMAL,10|12|4|13|13|8|14,19,1.953,0.77,165,106,106,-202.5,170,0.437,0.563,0.63,0.1405,11.04,11.04,9.74,5.41,5
