date,game,player_name,cluster,line,prediction,edge,edge_pct,direction,pick,edge_score,ag_score,agreement,role_flag,last7_vals,confidence,model_std,blowout_risk,best_over_odds,best_under_odds,best_odds_for_bet,home_ml,away_ml,imp_over_prob,imp_under_prob,model_win_prob,kelly,m1_xgb,m4_mean,m5_context,m7_matchup,n_books
2026-03-04,Indiana Pacers (+475) @ Los Angeles Clippers (-650),Pascal Siakam,C3,2.5,3.79,1.29,51.6,OVER,OVER,8.6,0.8,HIGH,NORMAL,,100,0.283,0.04,140,138,140,-650,475,0.498,0.502,1,0.5,3.84,3.84,3.6,3.08,5
2026-03-04,Utah Jazz (+330) @ Philadelphia 76ers (-420),Tyrese Maxey,C4,7.5,6.13,-1.37,18.3,UNDER,UNDER,9.4,0.8,HIGH,NORMAL,,92,0.468,0.23,150,-113,-113,-420,330,0.43,0.57,0.998,0.4979,6.15,6.15,6.04,5.84,5
2026-03-04,Charlotte Hornets (+205) @ Boston Celtics (-250),Coby White,C4,2.5,4.78,2.28,91.2,OVER,STRONG OVER,12.4,0.8,HIGH,NORMAL,,90,0.319,0.38,165,116,165,-250,205,0.449,0.551,1,0.5,4.81,4.81,4.66,4.75,5
2026-03-04,Portland Trail Blazers (-327) @ Memphis Grizzlies (+265),Toumani Camara,C2,2.5,1.82,-0.68,27.2,UNDER,UNDER,6,0.8,HIGH,NORMAL,,88,0.433,0.27,109,-141,-141,265,-327,0.45,0.55,0.942,0.4301,1.76,1.76,2.07,2.35,1
2026-03-04,Oklahoma City Thunder (-180) @ New York Knicks (+150),Karl-Anthony Towns,C4,2.5,2.95,0.45,18,OVER,OVER,6.1,0.8,HIGH,NORMAL,,82,0.481,0.33,122,-144,122,150,-180,0.433,0.567,0.825,0.3408,3.05,3.05,2.52,3.79,5
2026-03-04,Atlanta Hawks (-102) @ Milwaukee Bucks (-118),Ryan Rollins,C1,4.5,1.96,-2.54,56.4,UNDER,UNDER,12.3,0.8,MED,NORMAL,,80,0.959,0.18,135,121,121,-118,-102,0.485,0.515,0.996,0.4963,1.68,1.68,3.08,2.18,5
2026-03-04,Atlanta Hawks (-102) @ Milwaukee Bucks (-118),Jalen Johnson,C3,7.5,4.12,-3.38,45.1,UNDER,UNDER,14.2,0.8,MED,NORMAL,,80,0.513,0.18,180,-135,-135,-118,-102,0.383,0.617,1,0.5,4.21,4.21,3.75,3.06,5
2026-03-04,Indiana Pacers (+475) @ Los Angeles Clippers (-650),Andrew Nembhard,C2,6.5,4.55,-1.95,30,UNDER,UNDER,11,0.8,MED,NORMAL,,80,0.607,0.09,130,102,102,-650,475,0.468,0.532,0.999,0.499,4.56,4.56,4.52,2.99,5
2026-03-04,Oklahoma City Thunder (-180) @ New York Knicks (+150),Jalen Brunson,C4,5.5,7.03,1.53,27.8,OVER,OVER,9.3,0.8,MED,NORMAL,,80,0.609,0.11,150,-102,150,150,-180,0.442,0.558,0.994,0.495,7.04,7.04,6.98,5.87,5
2026-03-04,Atlanta Hawks (-102) @ Milwaukee Bucks (-118),Nickeil Alexander-Walker,C2,3.5,2.7,-0.8,22.9,UNDER,UNDER,6.8,0.8,MED,NORMAL,,79,0.694,0.09,155,114,114,-118,-102,0.456,0.544,0.875,0.3827,2.58,2.58,3.2,2.67,5
2026-03-04,Indiana Pacers (+475) @ Los Angeles Clippers (-650),Darius Garland,C4,4.5,6.55,2.05,45.6,OVER,OVER,11.5,0.8,MED,NORMAL,,70,0.854,0.37,160,101,160,-650,475,0.436,0.564,0.992,0.4935,6.61,6.61,6.31,5.5,5
2026-03-04,Oklahoma City Thunder (-180) @ New York Knicks (+150),Cason Wallace,C2,3.5,2.09,-1.41,40.3,UNDER,UNDER,8.8,0.8,MED,NORMAL,,70,0.617,0.43,142,-160,-160,150,-180,0.402,0.598,0.989,0.4857,1.96,1.96,2.59,2.58,5
2026-03-04,Oklahoma City Thunder (-180) @ New York Knicks (+150),Jose Alvarado,C2,2.5,3.5,1,40,OVER,OVER,7.3,0.8,MED,NORMAL,,70,0.756,0.57,150,120,150,150,-180,0.468,0.532,0.907,0.4225,3.35,3.35,4.09,2.99,5
2026-03-04,Indiana Pacers (+475) @ Los Angeles Clippers (-650),Kris Dunn,C2,4.5,3.07,-1.43,31.8,UNDER,UNDER,9.4,0.8,MED,NORMAL,,70,0.647,0.5,135,110,110,-650,475,0.472,0.528,0.986,0.4866,3.29,3.29,2.17,2.01,5
2026-03-04,Charlotte Hornets (+205) @ Boston Celtics (-250),Derrick White,C4,6.5,5.17,-1.33,20.5,UNDER,UNDER,8.5,0.8,MED,NORMAL,,66,0.802,0.46,170,-120,-120,-250,205,0.404,0.596,0.951,0.4461,4.94,4.94,6.11,5.93,5
2026-03-04,Atlanta Hawks (-102) @ Milwaukee Bucks (-118),Kevin Porter Jr.,C2,6.5,3.57,-2.93,45.1,UNDER,UNDER,13.1,0.8,LOW,NORMAL,,65,1.092,0.27,165,-110,-110,-118,-102,0.419,0.581,0.996,0.4958,3.36,3.36,4.39,3.69,5
2026-03-04,Portland Trail Blazers (-327) @ Memphis Grizzlies (+265),Deni Avdija,C3,5.5,4.08,-1.42,25.8,UNDER,UNDER,9.2,0.8,LOW,NORMAL,,65,1.11,0.23,210,-146,-146,265,-327,0.352,0.648,0.9,0.377,3.85,3.85,4.99,4.08,5
2026-03-04,Portland Trail Blazers (-327) @ Memphis Grizzlies (+265),Jrue Holiday,C2,5.5,4.41,-1.09,19.8,UNDER,UNDER,8.4,0.8,MED,NORMAL,,65,0.647,0.53,210,-146,-146,265,-327,0.352,0.648,0.954,0.4434,4.37,4.37,4.55,3.24,5
2026-03-04,Oklahoma City Thunder (-180) @ New York Knicks (+150),Isaiah Joe,C2,2.5,1.59,-0.91,36.4,UNDER,UNDER,6.3,0.6,MED,NORMAL,,64,0.962,0.42,158,-208,-208,150,-180,0.365,0.635,0.828,0.2351,1.44,1.44,2.2,2.51,3
2026-03-04,Charlotte Hornets (+205) @ Boston Celtics (-250),LaMelo Ball,C4,6.5,7.64,1.14,17.5,OVER,OVER,7.3,0.6,MED,NORMAL,,61,0.98,0.59,200,-124,200,-250,205,0.376,0.624,0.878,0.4085,7.54,7.54,8.02,6.26,5
2026-03-04,Charlotte Hornets (+205) @ Boston Celtics (-250),Miles Bridges,C4,2.5,3.59,1.09,43.6,OVER,OVER,8.4,0.8,MED,NORMAL,,60,0.649,0.64,160,116,160,-250,205,0.454,0.546,0.953,0.4618,3.61,3.61,3.54,4.2,5
2026-03-04,Indiana Pacers (+475) @ Los Angeles Clippers (-650),Kawhi Leonard,C4,4.5,3.33,-1.17,26,UNDER,UNDER,7.5,0.8,MED,NORMAL,,60,0.572,0.64,132,-157,-157,-650,475,0.414,0.586,0.98,0.4743,3.39,3.39,3.07,4.31,5
2026-03-04,Portland Trail Blazers (-327) @ Memphis Grizzlies (+265),Donovan Clingan,C3,2.5,1.2,-1.3,52,UNDER,UNDER,7.5,0.6,MED,NORMAL,,58,0.601,0.41,-123,-105,-105,265,-327,0.519,0.481,0.985,0.4846,1.12,1.12,1.52,2.6,1
2026-03-04,Utah Jazz (+330) @ Philadelphia 76ers (-420),Quentin Grimes,C2,4.5,2.77,-1.73,38.4,UNDER,UNDER,9.2,0.6,LOW,NORMAL,,55,1.442,0.32,130,125,125,-420,330,0.495,0.505,0.885,0.3965,2.32,2.32,4.59,3.86,5
2026-03-04,Charlotte Hornets (+205) @ Boston Celtics (-250),Payton Pritchard,C2,5.5,3.56,-1.94,35.3,UNDER,UNDER,11,0.8,LOW,NORMAL,,55,1.107,0.48,190,-130,-130,-250,205,0.379,0.621,0.96,0.454,3.43,3.43,4.05,3.25,5
2026-03-04,Atlanta Hawks (-102) @ Milwaukee Bucks (-118),Dyson Daniels,C3,5.5,3.71,-1.79,32.5,UNDER,UNDER,10.5,0.8,LOW,NORMAL,,55,1.093,0.57,140,100,100,-118,-102,0.455,0.545,0.949,0.449,3.6,3.6,4.17,3.7,5
2026-03-04,Portland Trail Blazers (-327) @ Memphis Grizzlies (+265),Scoot Henderson,C4,4.5,5.12,0.62,13.8,OVER,OVER,6.4,0.8,MED,NORMAL,,54,0.568,0.07,-149,115,-149,265,-327,0.563,0.437,0.862,0.3282,5.24,5.24,4.65,5.16,1
2026-03-04,Atlanta Hawks (-102) @ Milwaukee Bucks (-118),Giannis Antetokounmpo,C3,4.5,6.76,2.26,50.2,OVER,OVER,12.2,0.8,LOW,NORMAL,,45,1.581,0.69,175,-111,175,-118,-102,0.409,0.591,0.924,0.4403,6.43,6.43,8.07,6.27,5
2026-03-04,Atlanta Hawks (-102) @ Milwaukee Bucks (-118),Onyeka Okongwu,C3,2.5,1.95,-0.55,22,UNDER,PASS,5.3,0.6,HIGH,NORMAL,,88,0.335,0.43,100,-114,-114,-118,-102,0.484,0.516,0.95,0.4465,1.88,1.88,2.22,2.92,5
2026-03-04,Indiana Pacers (+475) @ Los Angeles Clippers (-650),Bennedict Mathurin,C2,2.5,1.94,-0.56,22.4,UNDER,PASS,5.7,0.8,HIGH,NORMAL,,87,0.074,0.14,-119,-109,-109,-650,475,0.51,0.49,0.969,0.4676,1.94,1.94,1.92,2.15,1
2026-03-04,Oklahoma City Thunder (-180) @ New York Knicks (+150),Alex Caruso,C2,2.5,2.98,0.48,19.2,OVER,PASS,5.2,0.6,HIGH,NORMAL,,84,0.303,0.4,132,-170,132,150,-180,0.406,0.594,0.943,0.4499,3.07,3.07,2.6,2.16,5
2026-03-04,Utah Jazz (+330) @ Philadelphia 76ers (-420),Kyle Filipowski,C2,2.5,1.93,-0.57,22.8,UNDER,PASS,5.7,0.8,HIGH,NORMAL,,79,0.391,0.64,190,101,101,-420,330,0.409,0.591,0.928,0.4284,1.93,1.93,1.91,2.24,5
2026-03-04,Oklahoma City Thunder (-180) @ New York Knicks (+150),Chet Holmgren,C3,2.5,2.26,-0.24,9.6,UNDER,PASS,4.1,0.6,HIGH,NORMAL,,79,0.141,0.2,155,147,147,150,-180,0.492,0.508,0.788,0.3219,2.29,2.29,2.13,2.53,5
2026-03-04,Atlanta Hawks (-102) @ Milwaukee Bucks (-118),Jonathan Kuminga,C3,2.5,2.23,-0.27,10.8,UNDER,PASS,4.4,0.6,HIGH,NORMAL,,69,0.428,0,-145,112,112,-118,-102,0.556,0.444,0.736,0.2501,2.22,2.22,2.28,2.84,1
