date,game,player_name,cluster,line,prediction,edge,edge_pct,direction,pick,edge_score,ag_score,agreement,role_flag,last7_vals,confidence,model_std,blowout_risk,best_over_odds,best_under_odds,best_odds_for_bet,home_ml,away_ml,imp_over_prob,imp_under_prob,model_win_prob,kelly,m1_xgb,m4_mean,m5_context,m7_matchup,n_books
2026-05-31,New York Knicks (+170) @ San Antonio Spurs (-202),Stephon Castle,C1,1.5,0.1,-1.4,93.3,UNDER,UNDER,8.9,0.8,HIGH,NORMAL,,90,0.354,0.4,120,-125,-125,-202.5,170,0.45,0.55,1,0.5,0,0,0,0.24,5
2026-05-31,New York Knicks (+170) @ San Antonio Spurs (-202),Landry Shamet,C1,1.5,0.11,-1.39,92.7,UNDER,UNDER,8.9,0.8,HIGH,NORMAL,,84,0.229,0.51,100,-118,-118,-202.5,170,0.48,0.52,1,0.5,0,0,0,0.28,3
2026-05-31,New York Knicks (+170) @ San Antonio Spurs (-202),Dylan Harper,C1,1,0.1,-0.9,90,UNDER,UNDER,7.1,0.8,HIGH,NORMAL,,81,0.092,0.48,205,176,176,-202.5,170,0.475,0.525,0.999,0.4992,0,0,0,0.24,2
2026-05-31,New York Knicks (+170) @ San Antonio Spurs (-202),Devin Vassell,C1,2.5,0.1,-2.4,96,UNDER,UNDER,12,0.8,MED,NORMAL,,80,0.867,0.27,-105,-114,-114,-202.5,170,0.49,0.51,0.997,0.4968,0,0,0,0.24,5
2026-05-31,New York Knicks (+170) @ San Antonio Spurs (-202),De'Aaron Fox,C1,1.5,0.1,-1.4,93.3,UNDER,UNDER,8.9,0.8,MED,NORMAL,,80,0.691,0.17,116,-140,-140,-202.5,170,0.442,0.558,0.979,0.4748,0,0,0,0.24,5
2026-05-31,New York Knicks (+170) @ San Antonio Spurs (-202),Josh Hart,C1,1.5,0.11,-1.39,92.7,UNDER,UNDER,8.9,0.8,HIGH,NORMAL,,80,0.376,0.69,-125,105,105,-202.5,170,0.532,0.468,1,0.5,0,0,0,0.28,5
2026-05-31,New York Knicks (+170) @ San Antonio Spurs (-202),Julian Champagnie,C1,2.5,0.1,-2.4,96,UNDER,UNDER,12,0.8,MED,NORMAL,,70,0.741,0.39,128,-144,-144,-202.5,170,0.426,0.574,0.999,0.4988,0,0,0,0.24,5
2026-05-31,New York Knicks (+170) @ San Antonio Spurs (-202),Miles McBride,C1,1.5,0.11,-1.39,92.7,UNDER,UNDER,8.9,0.8,MED,NORMAL,,64,0.655,0.42,145,-185,-185,-202.5,170,0.386,0.614,0.983,0.4758,0,0,0,0.28,3
2026-05-31,New York Knicks (+170) @ San Antonio Spurs (-202),Karl-Anthony Towns,C1,1.5,0.11,-1.39,92.7,UNDER,UNDER,8.9,0.8,MED,NORMAL,,60,0.542,0.77,140,-178,-178,-202.5,170,0.394,0.606,0.995,0.4931,0,0,0,0.28,5
2026-05-31,New York Knicks (+170) @ San Antonio Spurs (-202),Mikal Bridges,C1,1.5,0.11,-1.39,92.7,UNDER,UNDER,8.9,0.8,MED,NORMAL,,60,0.734,0.67,-105,-102,-102,-202.5,170,0.504,0.496,0.971,0.4707,0,0,0,0.28,5
2026-05-31,New York Knicks (+170) @ San Antonio Spurs (-202),OG Anunoby,C1,2.5,0.11,-2.39,95.6,UNDER,UNDER,12,0.8,LOW,NORMAL,,55,1.019,0.49,145,-186,-186,-202.5,170,0.386,0.614,0.99,0.4857,0,0,0,0.28,5
2026-05-31,New York Knicks (+170) @ San Antonio Spurs (-202),Victor Wembanyama,C1,1.5,0.1,-1.4,93.3,UNDER,UNDER,8.9,0.8,LOW,NORMAL,,55,0.936,0.36,165,140,140,-202.5,170,0.475,0.525,0.933,0.4426,0,0,0,0.24,5
2026-05-31,New York Knicks (+170) @ San Antonio Spurs (-202),Jalen Brunson,C1,2.5,0.11,-2.39,95.6,UNDER,UNDER,12,0.8,LOW,NORMAL,,45,1.025,0.7,128,-135,-135,-202.5,170,0.433,0.567,0.99,0.4882,0,0,0,0.28,5
2026-05-31,New York Knicks (+170) @ San Antonio Spurs (-202),Keldon Johnson,C1,0.5,0.1,-0.4,80,UNDER,PASS,5.2,0.8,HIGH,NORMAL,,91,0.302,0.21,-170,131,131,-202.5,170,0.593,0.407,0.907,0.418,0,0,0,0.24,2
