date,game,player_name,cluster,line,prediction,edge,edge_pct,direction,pick,edge_score,ag_score,agreement,role_flag,last7_vals,confidence,model_std,blowout_risk,best_over_odds,best_under_odds,best_odds_for_bet,home_ml,away_ml,imp_over_prob,imp_under_prob,model_win_prob,kelly,m1_xgb,m4_mean,m5_context,m7_matchup,n_books
2026-03-20,Toronto Raptors (+225) @ Denver Nuggets (-275),Bruce Brown,C1,2.5,1.93,-0.57,22.8,UNDER,UNDER,6.3,0.8,HIGH,NORMAL,3|1|2|0|2|2|2,93,0.3,0.22,185,121,121,-275,225,0.437,0.563,0.971,0.4735,2,2,1.67,1.28,3
2026-03-20,New York Knicks (-2000) @ Brooklyn Nets (+1000),Landry Shamet,C1,2.5,1.69,-0.81,32.4,UNDER,UNDER,6.9,0.8,HIGH,NORMAL,0|2|0|4|0|0|1,88,0.464,0.22,152,-200,-200,1000,-2000,0.373,0.627,0.96,0.44,1.76,1.76,1.43,1.19,1
2026-03-20,Portland Trail Blazers (+115) @ Minnesota Timberwolves (-138),Jerami Grant,C1,2.5,1.82,-0.68,27.2,UNDER,UNDER,6.5,0.8,HIGH,NORMAL,2|0|3|0|1|5|1,88,0.299,0.09,171,-227,-227,-138,115,0.347,0.653,0.988,0.4804,1.8,1.8,1.89,1.43,1
2026-03-20,Golden State Warriors (+183) @ Detroit Pistons (-220),Caris LeVert,C1,3.5,2.29,-1.21,34.6,UNDER,UNDER,8.5,0.8,MED,NORMAL,1|3|1|2|1|3|6,80,0.533,0.19,170,102,102,-220,183,0.428,0.572,0.988,0.4881,2.36,2.36,1.99,1.55,5
2026-03-20,Golden State Warriors (+183) @ Detroit Pistons (-220),Brandin Podziemski,C1,3.5,4.63,1.13,32.3,OVER,OVER,7.8,0.6,MED,NORMAL,6|4|7|2|6|3|5,80,0.776,0.21,180,110,180,-220,183,0.429,0.571,0.927,0.4432,4.68,4.68,4.42,2.36,6
2026-03-20,Portland Trail Blazers (+115) @ Minnesota Timberwolves (-138),Donte DiVincenzo,C1,4.5,3.11,-1.39,30.9,UNDER,UNDER,10.1,0.8,MED,NORMAL,4|2|2|1|1|3|7,80,0.777,0.22,128,128,128,-138,115,0.5,0.5,0.963,0.467,2.52,3.72,2.79,1.49,6
2026-03-20,Golden State Warriors (+183) @ Detroit Pistons (-220),Jalen Duren,C1,2.5,1.58,-0.92,36.8,UNDER,UNDER,7.3,0.8,HIGH,NORMAL,1|2|2|0|0|2|0,78,0.335,0.53,136,-179,-179,-220,183,0.398,0.602,0.997,0.4958,1.64,1.64,1.32,1.27,1
2026-03-20,Golden State Warriors (+183) @ Detroit Pistons (-220),Gui Santos,C1,2.5,3.72,1.22,48.8,OVER,OVER,7.9,0.8,MED,NORMAL,3|5|1|8|7|5|0,77,0.696,0.09,165,125,165,-220,183,0.459,0.541,0.96,0.4679,3.56,3.56,4.36,2.65,4
2026-03-20,Atlanta Hawks (+134) @ Houston Rockets (-155),Onyeka Okongwu,C1,2.5,3.18,0.68,27.2,OVER,OVER,6,0.6,MED,NORMAL,1|5|2|0|4|4|4,77,0.595,0.29,160,115,160,-155,134,0.453,0.547,0.873,0.3968,3.2,3.2,3.09,1.85,4
2026-03-20,Portland Trail Blazers (+115) @ Minnesota Timberwolves (-138),Ayo Dosunmu,C1,4.5,2.71,-1.79,39.8,UNDER,UNDER,10.8,0.8,MED,NORMAL,1|2|1|7|0|2|6,70,0.55,0.32,210,-125,-125,-138,115,0.367,0.633,0.999,0.4989,2.16,3.2,2.6,1.7,6
2026-03-20,Portland Trail Blazers (+115) @ Minnesota Timberwolves (-138),Bones Hyland,C1,3.5,2.17,-1.33,38,UNDER,UNDER,9.1,0.8,MED,NORMAL,4|3|4|1|2|5|2,70,0.527,0.37,170,108,108,-138,115,0.435,0.565,0.994,0.4942,1.37,2.6,2.62,1.91,5
2026-03-20,Portland Trail Blazers (+115) @ Minnesota Timberwolves (-138),Naz Reid,C1,2.5,1.99,-0.51,20.4,UNDER,UNDER,6,0.8,MED,NORMAL,1|1|1|0|4|0|5,70,0.581,0.17,146,-190,-190,-138,115,0.383,0.617,0.81,0.2245,2.12,2.12,1.49,1.28,3
2026-03-20,Golden State Warriors (+183) @ Detroit Pistons (-220),Daniss Jenkins,C1,6.5,3.1,-3.4,52.3,UNDER,UNDER,14.2,0.8,LOW,NORMAL,9|2|6|3|7|7|5,65,1.199,0.19,185,-125,-125,-220,183,0.387,0.613,0.998,0.4977,2.92,2.92,3.81,2.61,6
2026-03-20,Golden State Warriors (+183) @ Detroit Pistons (-220),Draymond Green,C1,4.5,5.45,0.95,21.1,OVER,OVER,7,0.6,LOW,NORMAL,6|8|5|11|4|7|5,62,1.005,0.17,135,118,135,-220,183,0.481,0.519,0.828,0.3503,5.28,5.28,6.14,3.29,6
