date,game,player_name,cluster,line,prediction,edge,edge_pct,direction,pick,edge_score,ag_score,agreement,role_flag,last7_vals,confidence,model_std,blowout_risk,best_over_odds,best_under_odds,best_odds_for_bet,home_ml,away_ml,imp_over_prob,imp_under_prob,model_win_prob,kelly,m1_xgb,m4_mean,m5_context,m7_matchup,n_books
2026-04-24,San Antonio Spurs (-140) @ Portland Trail Blazers (+120),Donovan Clingan,C1,1.5,2.15,0.65,43.3,OVER,OVER,6.2,0.8,HIGH,NORMAL,0|5|2|1|4|1|2,88,0.158,0.25,-122,-108,-122,120,-140,0.514,0.486,0.985,0.4834,2.16,2.16,2.11,1.81,1
2026-04-24,Denver Nuggets (-124) @ Minnesota Timberwolves (+105),Cameron Johnson,C1,1.5,2.63,1.13,75.3,OVER,OVER,7.9,0.8,HIGH,NORMAL,6|1|7|2|1|2|1,87,0.483,0.36,150,148,150,105,-124.5,0.498,0.502,0.99,0.4917,2.64,2.64,2.57,1.79,4
2026-04-24,Los Angeles Lakers (+263) @ Houston Rockets (-325),Reed Sheppard,C1,2.5,4.25,1.75,70,OVER,OVER,9.8,0.6,MED,NORMAL,2|1|1|3|3|8|3,80,0.871,0.19,185,124,185,-325,263,0.44,0.56,0.978,0.4831,4.4,4.4,3.64,2.03,6
2026-04-24,Oklahoma City Thunder (-435) @ Phoenix Suns (+333),Isaiah Hartenstein,C1,2.5,3.79,1.29,51.6,OVER,OVER,8.4,0.6,MED,NORMAL,1|2|3|2|1|2|2,80,0.928,0.25,-110,-110,-110,333,-435,0.5,0.5,0.918,0.4139,4,4,2.97,1.58,6
2026-04-24,Denver Nuggets (-124) @ Minnesota Timberwolves (+105),Aaron Gordon,C1,2.5,3.31,0.81,32.4,OVER,OVER,6.2,0.6,MED,NORMAL,1|2|3|5|6|3|4,80,0.625,0.07,105,-135,105,105,-124.5,0.459,0.541,0.903,0.4053,3.28,3.28,3.41,2.21,5
2026-04-24,New York Knicks (-130) @ Atlanta Hawks (+108),Karl-Anthony Towns,C1,2.5,3.31,0.81,32.4,OVER,OVER,6.5,0.8,MED,NORMAL,11|6|4|5|4|2|4,80,0.548,0.21,140,136,140,107.5,-129.5,0.496,0.504,0.93,0.44,3.2,3.2,3.74,2.52,6
2026-04-24,Denver Nuggets (-124) @ Minnesota Timberwolves (+105),Anthony Edwards,C1,4.5,3.6,-0.9,20,UNDER,UNDER,7.7,0.8,MED,NORMAL,5|4|3|3|7|2|3,75,0.528,0.09,200,-125,-125,105,-124.5,0.375,0.625,0.956,0.4505,3.56,3.56,3.76,2.35,6
2026-04-24,Denver Nuggets (-124) @ Minnesota Timberwolves (+105),Donte DiVincenzo,C1,3.5,2.83,-0.67,19.1,UNDER,UNDER,6.8,0.8,MED,NORMAL,4|2|2|3|2|6|7,74,0.939,0.17,200,-110,-110,105,-124.5,0.389,0.611,0.762,0.2501,2.84,2.84,2.78,2.06,6
2026-04-24,Detroit Pistons (-143) @ Orlando Magic (+120),Ausar Thompson,C1,2.5,3.9,1.4,56,OVER,OVER,8.3,0.6,MED,NORMAL,2|6|4|6|4|1|1,70,0.832,0.38,175,106,175,120,-143,0.428,0.572,0.954,0.4639,3.88,3.88,3.97,2.25,6
2026-04-24,Oklahoma City Thunder (-435) @ Phoenix Suns (+333),Collin Gillespie,C1,3,3.72,0.72,24,OVER,OVER,6,0.4,MED,NORMAL,0|2|3|0|2|2|6,67,0.853,0.37,140,130,140,333,-435,0.489,0.511,0.801,0.3294,3.96,3.96,2.77,1.53,4
