date,game,player_name,cluster,line,prediction,edge,edge_pct,direction,pick,edge_score,ag_score,agreement,role_flag,last7_vals,confidence,model_std,blowout_risk,best_over_odds,best_under_odds,best_odds_for_bet,home_ml,away_ml,imp_over_prob,imp_under_prob,model_win_prob,kelly,m1_xgb,m4_mean,m5_context,m7_matchup,n_books
2026-04-13,Golden State Warriors (+160) @ Los Angeles Clippers (-194),Stephen Curry,C1,3.5,0.12,-3.38,96.6,UNDER,STRONG UNDER,14.1,0.8,HIGH,NORMAL,,100,0.102,0.15,145,126,126,-193.5,159.5,0.48,0.52,1,0.5,0,0,0,0.29,5
2026-04-13,Golden State Warriors (+160) @ Los Angeles Clippers (-194),Brandin Podziemski,C1,1.5,0.12,-1.38,92,UNDER,UNDER,8.9,0.8,HIGH,NORMAL,,100,0.102,0.21,185,123,123,-193.5,159.5,0.439,0.561,1,0.5,0,0,0,0.29,5
2026-04-13,Portland Trail Blazers (+147) @ Phoenix Suns (-177),Donovan Clingan,C1,1.5,0.12,-1.38,92,UNDER,UNDER,8.9,0.8,HIGH,NORMAL,,100,0.113,0.03,170,-200,-200,-177,147,0.357,0.643,1,0.5,0,0,0,0.3,5
2026-04-13,Portland Trail Blazers (+147) @ Phoenix Suns (-177),Jordan Goodwin,C1,1.5,0.11,-1.39,92.7,UNDER,UNDER,8.9,0.8,HIGH,NORMAL,,97,0.311,0,156,-200,-200,-177,147,0.369,0.631,1,0.5,0,0,0,0.26,4
2026-04-13,Golden State Warriors (+160) @ Los Angeles Clippers (-194),De'Anthony Melton,C1,1.5,0.12,-1.38,92,UNDER,UNDER,8.9,0.8,HIGH,NORMAL,,97,0.102,0.13,105,-109,-109,-193.5,159.5,0.483,0.517,1,0.5,0,0,0,0.29,4
2026-04-13,Golden State Warriors (+160) @ Los Angeles Clippers (-194),Draymond Green,C1,1.5,0.12,-1.38,92,UNDER,UNDER,8.9,0.8,HIGH,NORMAL,,97,0.102,0,140,-182,-182,-193.5,159.5,0.392,0.608,1,0.5,0,0,0,0.29,4
2026-04-13,Golden State Warriors (+160) @ Los Angeles Clippers (-194),Gui Santos,C1,1.5,0.12,-1.38,92,UNDER,UNDER,8.9,0.8,HIGH,NORMAL,,97,0.102,0.04,121,-157,-157,-193.5,159.5,0.426,0.574,1,0.5,0,0,0,0.29,4
2026-04-13,Miami Heat (+180) @ Charlotte Hornets (-220),Kon Knueppel,C1,3.5,0.11,-3.39,96.9,UNDER,STRONG UNDER,14.2,0.8,HIGH,NORMAL,,90,0.108,0.35,140,-159,-159,-220,180,0.404,0.596,1,0.5,0,0,0,0.29,5
2026-04-13,Golden State Warriors (+160) @ Los Angeles Clippers (-194),Darius Garland,C1,2.5,0.12,-2.38,95.2,UNDER,STRONG UNDER,11.9,0.8,HIGH,NORMAL,,90,0.102,0.37,180,105,105,-193.5,159.5,0.423,0.577,1,0.5,0,0,0,0.29,5
2026-04-13,Golden State Warriors (+160) @ Los Angeles Clippers (-194),Kawhi Leonard,C1,2.5,0.12,-2.38,95.2,UNDER,STRONG UNDER,11.9,0.8,HIGH,NORMAL,,90,0.102,0.31,128,-145,-145,-193.5,159.5,0.426,0.574,1,0.5,0,0,0,0.29,5
