date,game,player_name,cluster,line,prediction,edge,edge_pct,direction,pick,edge_score,ag_score,agreement,role_flag,last7_vals,confidence,model_std,blowout_risk,best_over_odds,best_under_odds,best_odds_for_bet,home_ml,away_ml,imp_over_prob,imp_under_prob,model_win_prob,kelly,m1_xgb,m4_mean,m5_context,m7_matchup,n_books
2026-04-07,Chicago Bulls (-235) @ Washington Wizards (+191),Collin Sexton,C1,3.5,2.44,-1.06,30.3,UNDER,UNDER,8,0.8,HIGH,NORMAL,4|3|2|3|4|1|1,100,0.311,0.21,135,128,128,191,-235,0.492,0.508,1,0.5,2.4,2.4,2.59,1.92,6
2026-04-07,Sacramento Kings (+661) @ Golden State Warriors (-1000),Devin Carter,C1,5.5,2.68,-2.82,51.3,UNDER,STRONG UNDER,12.9,0.8,HIGH,NORMAL,3|4|1|5|3|3|5,97,0.489,0.17,116,110,110,-1000,661,0.493,0.507,1,0.5,2.64,2.64,2.84,2.05,4
2026-04-07,Chicago Bulls (-235) @ Washington Wizards (+191),Will Riley,C1,3.5,2.46,-1.04,29.7,UNDER,UNDER,7.9,0.8,HIGH,NORMAL,5|5|1|2|3|0|6,87,0.492,0.33,-140,112,112,191,-235,0.553,0.447,0.983,0.4839,2.48,2.48,2.36,1.81,4
2026-04-07,Utah Jazz (+446) @ New Orleans Pelicans (-625),Zion Williamson,C1,3.5,2.98,-0.52,14.9,UNDER,UNDER,6.4,0.8,HIGH,NORMAL,2|2|4|3|3|3|2,87,0.376,0.09,118,-144,-144,-625,446,0.437,0.563,0.917,0.3987,3,3,2.88,1.85,6
2026-04-07,Oklahoma City Thunder (-2000) @ Los Angeles Lakers (+1041),Jake LaRavia,C1,2.5,1.3,-1.2,48,UNDER,UNDER,8.2,0.8,HIGH,NORMAL,1|1|0|2|0|2|1,81,0.155,0.41,-114,-110,-110,1041,-2000,0.504,0.496,1,0.5,1.36,1.36,1.05,1.2,2
2026-04-07,Houston Rockets (-105) @ Phoenix Suns (-115),Collin Gillespie,C1,3.5,4.77,1.27,36.3,OVER,OVER,8.2,0.6,MED,NORMAL,3|1|7|10|3|3|3,80,0.885,0.29,155,108,155,-115,-105,0.449,0.551,0.924,0.4375,4.8,4.8,4.66,2.54,5
2026-04-07,Chicago Bulls (-235) @ Washington Wizards (+191),Guerschon Yabusele,C1,2.5,1.51,-0.99,39.6,UNDER,UNDER,7.4,0.8,HIGH,NORMAL,1|0|1|2|1|1|1,78,0.258,0.53,174,-233,-233,191,-235,0.343,0.657,1,0.5,1.6,1.6,1.15,1.34,1
2026-04-07,Minnesota Timberwolves (-750) @ Indiana Pacers (+525),Bones Hyland,C1,3.5,2.61,-0.89,25.4,UNDER,UNDER,7.4,0.8,MED,NORMAL,3|8|0|3|2|3|6,77,0.585,0.13,100,-130,-130,525,-750,0.469,0.531,0.936,0.4264,2.56,2.56,2.82,1.99,4
2026-04-07,Chicago Bulls (-235) @ Washington Wizards (+191),Tre Jones,C1,6.5,5.17,-1.33,20.5,UNDER,UNDER,9.7,0.8,MED,NORMAL,7|9|6|3|1|8|6,76,0.801,0.19,135,110,110,191,-235,0.472,0.528,0.952,0.4542,5.16,5.16,5.21,2.93,6
2026-04-07,Charlotte Hornets (+175) @ Boston Celtics (-205),Coby White,C1,2.5,3.6,1.1,44,OVER,OVER,7.5,0.6,MED,NORMAL,2|2|1|5|3|4|1,74,0.628,0.14,160,118,160,-205,175,0.456,0.544,0.96,0.4675,3.68,3.68,3.29,1.82,3
2026-04-07,Minnesota Timberwolves (-750) @ Indiana Pacers (+525),Mike Conley,C1,3.5,2.74,-0.76,21.7,UNDER,UNDER,6.9,0.8,MED,NORMAL,0|4|6|6|2|2|0,72,0.693,0.05,142,-150,-150,525,-750,0.408,0.592,0.864,0.33,2.6,2.6,3.29,2.28,3
2026-04-07,Minnesota Timberwolves (-750) @ Indiana Pacers (+525),Quenton Jackson,C1,4.5,2.97,-1.53,34,UNDER,UNDER,10,0.8,MED,NORMAL,2|1|3|1|6|5|4,71,0.927,0.28,122,-147,-147,525,-750,0.431,0.569,0.951,0.4395,2.92,2.92,3.17,1.95,2
2026-04-07,Utah Jazz (+446) @ New Orleans Pelicans (-625),Derik Queen,C1,3.5,2.31,-1.19,34,UNDER,UNDER,8.5,0.8,MED,NORMAL,3|2|0|1|7|2|1,70,0.57,0.3,121,-156,-156,-625,446,0.426,0.574,0.982,0.477,2.32,2.32,2.28,1.63,5
2026-04-07,Charlotte Hornets (+175) @ Boston Celtics (-205),Payton Pritchard,C1,3.5,4.63,1.13,32.3,OVER,OVER,7.9,0.6,MED,NORMAL,1|4|6|0|4|6|3,70,0.883,0.37,128,124,128,-205,175,0.496,0.504,0.9,0.4109,4.76,4.76,4.13,2.3,5
2026-04-07,Houston Rockets (-105) @ Phoenix Suns (-115),Reed Sheppard,C1,3.5,4.49,0.99,28.3,OVER,OVER,7.3,0.6,MED,NORMAL,3|5|2|2|6|7|2,70,0.829,0.49,165,108,165,-115,-105,0.44,0.56,0.884,0.4068,4.48,4.48,4.51,2.36,6
2026-04-07,Miami Heat (+102) @ Toronto Raptors (-120),Pelle Larsson,C1,2.5,3.6,1.1,44,OVER,OVER,7.3,0.6,MED,NORMAL,3|2|5|3|3|6|4,67,0.6,0.43,145,128,145,-120,102,0.482,0.518,0.967,0.4721,3.64,3.64,3.46,2.19,4
2026-04-07,Charlotte Hornets (+175) @ Boston Celtics (-205),Derrick White,C1,4.5,5.22,0.72,16,OVER,OVER,6.9,0.6,MED,NORMAL,1|6|5|4|4|5|6,59,0.949,0.47,175,100,175,-205,175,0.421,0.579,0.776,0.324,5.4,5.4,4.52,2.58,6
2026-04-07,Milwaukee Bucks (-135) @ Brooklyn Nets (+115),Ben Saraf,C1,4.5,3.64,-0.86,19.1,UNDER,UNDER,7.9,0.8,MED,NORMAL,5|2|7|2|6|3|4,58,0.615,0.36,128,130,130,115,-135,0.502,0.498,0.919,0.4283,3.6,3.6,3.79,2.31,3
2026-04-07,Minnesota Timberwolves (-750) @ Indiana Pacers (+525),Donte DiVincenzo,C1,3.5,3.01,-0.49,14,UNDER,UNDER,6.3,0.8,MED,NORMAL,2|2|2|2|1|1|3,56,0.679,0.5,106,-135,-135,525,-750,0.458,0.542,0.765,0.2239,3.2,3.2,2.27,1.42,5
2026-04-07,Utah Jazz (+446) @ New Orleans Pelicans (-625),Brice Sensabaugh,C1,3.5,2.66,-0.84,24,UNDER,UNDER,7.1,0.8,MED,NORMAL,1|6|2|5|4|5|5,54,0.835,0.66,100,-125,-125,-625,446,0.474,0.526,0.843,0.3234,2.52,2.52,3.2,2.47,3
2026-04-07,Oklahoma City Thunder (-2000) @ Los Angeles Lakers (+1041),Luke Kennard,C1,4.5,1.69,-2.81,62.4,UNDER,UNDER,12.9,0.8,LOW,NORMAL,2|2|1|1|2|3|11,49,1.326,0.41,128,120,120,1041,-2000,0.491,0.509,0.983,0.4844,1.72,1.72,1.59,1.49,3
2026-04-07,Milwaukee Bucks (-135) @ Brooklyn Nets (+115),Ousmane Dieng,C1,5.5,3.18,-2.32,42.2,UNDER,UNDER,11.8,0.8,LOW,NORMAL,4|5|4|5|10|1|6,49,1.086,0.37,-132,104,104,115,-135,0.537,0.463,0.984,0.4843,3,3,3.88,2.54,3
2026-04-07,Miami Heat (+102) @ Toronto Raptors (-120),Immanuel Quickley,C1,5,5.98,0.98,19.6,OVER,OVER,7.8,0.6,LOW,NORMAL,6|3|1|7|7|8|1,49,1.123,0.38,125,120,125,-120,102,0.494,0.506,0.809,0.3281,6,6,5.88,2.7,6
2026-04-07,Milwaukee Bucks (-135) @ Brooklyn Nets (+115),Nolan Traore,C1,5.5,4.79,-0.71,12.9,UNDER,UNDER,7.6,0.8,MED,NORMAL,4|5|7|6|4|4|7,48,0.812,0.34,-109,-119,-119,115,-135,0.49,0.51,0.809,0.2909,4.8,4.8,4.77,2.73,3
2026-04-07,Sacramento Kings (+661) @ Golden State Warriors (-1000),Nique Clifford,C1,4.5,4.03,-0.47,10.4,UNDER,UNDER,6.5,0.8,MED,NORMAL,7|4|5|2|3|6|5,48,0.713,0.33,100,-128,-128,-1000,661,0.471,0.529,0.745,0.2093,4.04,4.04,4,2.33,4
2026-04-07,Houston Rockets (-105) @ Phoenix Suns (-115),Devin Booker,C1,5.5,5.03,-0.47,8.5,UNDER,UNDER,6,0.6,MED,NORMAL,6|8|8|5|7|6|4,48,0.956,0.31,205,116,116,-115,-105,0.415,0.585,0.689,0.2104,4.84,4.84,5.77,3.24,6
2026-04-07,Sacramento Kings (+661) @ Golden State Warriors (-1000),Draymond Green,C1,6.5,5.68,-0.82,12.6,UNDER,UNDER,8.4,0.8,LOW,NORMAL,6|3|10|8|1|9|12,46,1.3,0.16,-136,106,106,-1000,661,0.543,0.457,0.736,0.2435,5.64,5.64,5.84,3.03,4
2026-04-07,Oklahoma City Thunder (-2000) @ Los Angeles Lakers (+1041),LeBron James,C1,9.5,7.01,-2.49,26.2,UNDER,UNDER,12.2,0.8,LOW,NORMAL,10|9|8|12|6|2|15,45,1.498,0.61,185,108,108,1041,-2000,0.422,0.578,0.952,0.4538,7.08,7.08,6.75,3.5,6
2026-04-07,Oklahoma City Thunder (-2000) @ Los Angeles Lakers (+1041),Shai Gilgeous-Alexander,C1,6.5,5.14,-1.36,20.9,UNDER,UNDER,9.2,0.6,LOW,NORMAL,5|8|5|4|3|7|7,41,1.725,0.67,200,118,118,1041,-2000,0.421,0.579,0.785,0.3014,2.77,6.76,5.63,2.77,6
2026-04-07,Dallas Mavericks (+440) @ Los Angeles Clippers (-600),Darius Garland,C1,7.5,6.53,-0.97,12.9,UNDER,UNDER,9.2,0.8,LOW,NORMAL,6|6|5|11|4|3|6,39,1.372,0.32,190,-138,-138,-600,440,0.373,0.627,0.76,0.2144,6.6,6.6,6.27,2.9,6
2026-04-07,Sacramento Kings (+661) @ Golden State Warriors (-1000),Stephen Curry,C1,4.5,5.1,0.6,13.3,OVER,OVER,6.1,0.4,LOW,NORMAL,11|3|1|7|2|2|4,37,1.316,0.48,122,-120,122,-1000,661,0.452,0.548,0.676,0.2052,5.28,5.28,4.38,1.91,4
2026-04-07,Dallas Mavericks (+440) @ Los Angeles Clippers (-600),Cooper Flagg,C1,5.5,4.92,-0.58,10.5,UNDER,UNDER,7.4,0.8,LOW,NORMAL,9|7|2|1|3|3|9,36,1.08,0.53,165,-112,-112,-600,440,0.417,0.583,0.704,0.1862,5.04,5.04,4.42,1.99,6
