date,game,player_name,cluster,line,prediction,edge,edge_pct,direction,pick,edge_score,ag_score,agreement,role_flag,last7_vals,confidence,model_std,blowout_risk,best_over_odds,best_under_odds,best_odds_for_bet,home_ml,away_ml,imp_over_prob,imp_under_prob,model_win_prob,kelly,m1_xgb,m4_mean,m5_context,m7_matchup,n_books
2026-03-11,New York Knicks (-950) @ Utah Jazz (+630),Mikal Bridges,C1,4.5,3.16,-1.34,29.8,UNDER,UNDER,8.8,0.8,HIGH,NORMAL,0|5|2|4|2|6|7,100,0.671,0.25,117,-143,-143,630,-950,0.439,0.561,0.977,0.4721,3.12,3.12,3.37,3,5
2026-03-11,New York Knicks (-950) @ Utah Jazz (+630),Keyonte George,C1,2.5,3.41,0.91,36.4,OVER,OVER,6.6,0.6,HIGH,NORMAL,3|1|2|2|4|2|0,97,0.622,0.15,165,105,165,630,-950,0.436,0.564,0.928,0.4422,3.52,3.52,2.77,2.43,4
2026-03-11,Charlotte Hornets (-700) @ Sacramento Kings (+500),Russell Westbrook,C1,4.5,3.56,-0.94,20.9,UNDER,UNDER,7.5,0.8,HIGH,NORMAL,2|5|4|2|2|7|7,96,0.79,0.05,117,128,128,500,-700,0.512,0.488,0.883,0.3958,3.56,3.56,3.57,3.03,5
2026-03-11,Toronto Raptors (-127) @ New Orleans Pelicans (+105),Jeremiah Fears,C1,2.5,3.96,1.46,58.4,OVER,OVER,9.1,0.8,HIGH,NORMAL,2|11|3|0|6|0|5,94,0.414,0,145,121,145,105,-127,0.474,0.526,1,0.5,3.92,3.92,4.17,3.14,3
2026-03-11,Minnesota Timberwolves (+108) @ Los Angeles Clippers (-130),Brook Lopez,C1,4.5,3.68,-0.82,18.2,UNDER,UNDER,7.4,0.8,HIGH,NORMAL,6|7|4|3|6|1|4,92,0.442,0.11,125,126,126,-130,108,0.501,0.499,0.968,0.4713,3.6,3.6,4.16,3.18,5
2026-03-11,Cleveland Cavaliers (-160) @ Orlando Magic (+140),Dean Wade,C1,3.5,4.48,0.98,28,OVER,OVER,6.9,0.6,HIGH,NORMAL,5|4|3|8|4|3|10,90,0.782,0.36,130,128,130,140,-160,0.498,0.502,0.895,0.4071,4.52,4.52,4.25,3.07,5
2026-03-11,Minnesota Timberwolves (+108) @ Los Angeles Clippers (-130),Jaden McDaniels,C1,3.5,4.41,0.91,26,OVER,OVER,6.6,0.6,HIGH,NORMAL,6|7|1|7|2|4|2,90,0.721,0.35,140,114,140,-130,108,0.471,0.529,0.897,0.4117,4.4,4.4,4.47,3.18,5
2026-03-11,Charlotte Hornets (-700) @ Sacramento Kings (+500),Coby White,C1,2.5,3.63,1.13,45.2,OVER,OVER,7.8,0.8,HIGH,NORMAL,10|3|1|3|1|5|0,88,0.584,0.09,106,-137,106,500,-700,0.456,0.544,0.974,0.4747,3.68,3.68,3.34,2.64,1
2026-03-11,Cleveland Cavaliers (-160) @ Orlando Magic (+140),Jevon Carter,C1,2.5,1.6,-0.9,36,UNDER,UNDER,6.2,0.6,HIGH,NORMAL,4|2|3|3|2|2|2,88,0.402,0.25,128,-167,-167,140,-160,0.412,0.588,0.987,0.4826,1.52,1.52,2.06,2.57,1
2026-03-11,Houston Rockets (+195) @ Denver Nuggets (-235),Cameron Johnson,C1,3.5,4.27,0.77,22,OVER,OVER,6,0.6,HIGH,NORMAL,4|3|5|8|4|3|3,88,0.44,0.45,110,-125,110,-235,195,0.462,0.538,0.96,0.4618,4.28,4.28,4.24,3.35,5
