date,game,player_name,cluster,line,prediction,edge,edge_pct,direction,pick,edge_score,ag_score,agreement,role_flag,last7_vals,confidence,model_std,blowout_risk,best_over_odds,best_under_odds,best_odds_for_bet,home_ml,away_ml,imp_over_prob,imp_under_prob,model_win_prob,kelly,m1_xgb,m4_mean,m5_context,m7_matchup,n_books
2026-04-04,San Antonio Spurs (-138) @ Denver Nuggets (+118),Dylan Harper,C1,2.5,3.65,1.15,46,OVER,OVER,8.1,0.8,HIGH,NORMAL,4|4|5|1|6|2|2,90,0.228,0.31,155,116,155,118,-138,0.459,0.541,1,0.5,3.64,3.64,3.69,3.17,6
2026-04-04,Detroit Pistons (-144) @ Philadelphia 76ers (+118),Kevin Huerter,C1,2.5,3.25,0.75,30,OVER,OVER,6.6,0.8,HIGH,NORMAL,1|2|3|2|6|2|4,88,0.374,0.24,-130,100,-130,118,-144,0.531,0.469,0.978,0.4747,3.28,3.28,3.07,2.81,1
2026-04-04,Washington Wizards (+1100) @ Miami Heat (-2400),Davion Mitchell,C1,3.5,2.84,-0.66,18.9,UNDER,UNDER,6.3,0.8,HIGH,NORMAL,1|2|2|4|3|4|2,84,0.303,0.2,124,-155,-155,-2400,1100,0.423,0.577,0.985,0.4809,2.84,2.84,2.87,3.09,2
2026-04-04,Toronto Raptors (+320) @ Boston Celtics (-408),Derrick White,C1,3.5,4.26,0.76,21.7,OVER,OVER,6,0.6,HIGH,NORMAL,5|6|2|4|5|5|3,76,0.386,0.33,-136,102,-136,-407.5,320,0.538,0.462,0.976,0.4717,4.24,4.24,4.36,3.37,1
2026-04-04,Charlotte Hornets (+2) @ Minnesota Timberwolves (-120),LaMelo Ball,C1,5.5,4.37,-1.13,20.5,UNDER,UNDER,8.8,0.8,HIGH,NORMAL,6|5|3|4|7|2|6,74,0.556,0.55,128,-172,-172,-120.5,1.5,0.41,0.59,0.979,0.4714,4.4,4.4,4.21,3.26,1
2026-04-04,Charlotte Hornets (+2) @ Minnesota Timberwolves (-120),Naz Reid,C1,5.5,6.08,0.58,10.5,OVER,OVER,6,0.6,HIGH,NORMAL,3|7|13|4|5|6|7,72,0.677,0.2,-110,-110,-110,-120.5,1.5,0.5,0.5,0.804,0.2942,6.08,6.08,6.06,4.15,2
2026-04-04,Charlotte Hornets (+2) @ Minnesota Timberwolves (-120),Kon Knueppel,C1,4.5,5.3,0.8,17.8,OVER,OVER,6.1,0.6,HIGH,NORMAL,4|11|11|4|7|3|4,70,0.671,0.32,-152,116,-152,-120.5,1.5,0.566,0.434,0.883,0.3526,5.2,5.2,5.88,4.3,1
2026-04-04,San Antonio Spurs (-138) @ Denver Nuggets (+118),Luke Kornet,C1,4.5,5.21,0.71,15.8,OVER,OVER,6.1,0.6,HIGH,NORMAL,10|4|8|8|1|5|6,67,0.692,0.3,-115,-112,-115,118,-138,0.503,0.497,0.848,0.3366,5.24,5.24,5.06,3.74,1
2026-04-04,Washington Wizards (+1100) @ Miami Heat (-2400),Alex Sarr,C1,5.5,6.59,1.09,19.8,OVER,OVER,8.3,0.6,MED,NORMAL,4|6|4|5|3|5|9,65,1.195,0.35,210,112,210,-2400,1100,0.406,0.594,0.819,0.3664,6.76,6.76,5.62,3.44,5
2026-04-04,San Antonio Spurs (-138) @ Denver Nuggets (+118),Nikola Jokic,C1,13.5,10.5,-3,22.2,UNDER,UNDER,12.5,0.4,LOW,NORMAL,8|14|17|21|15|15|17,63,4.155,0.29,200,-110,-110,118,-138,0.389,0.611,0.765,0.2533,4.45,13.52,14.53,7.52,6
2026-04-04,Charlotte Hornets (+2) @ Minnesota Timberwolves (-120),Miles Bridges,C1,5.5,4.9,-0.6,10.9,UNDER,UNDER,6.9,0.8,HIGH,NORMAL,8|5|6|2|5|4|6,62,0.626,0.59,-108,-116,-116,-120.5,1.5,0.492,0.508,0.831,0.3175,4.96,4.96,4.59,3.33,2
2026-04-04,San Antonio Spurs (-138) @ Denver Nuggets (+118),Stephon Castle,C1,4.5,5.58,1.08,24,OVER,OVER,7,0.6,MED,NORMAL,1|7|3|10|8|7|4,60,0.809,0.63,145,105,145,118,-138,0.456,0.544,0.909,0.4231,5.48,5.48,6.17,4.38,6
2026-04-04,Toronto Raptors (+320) @ Boston Celtics (-408),Brandon Ingram,C1,5.5,4.61,-0.89,16.2,UNDER,UNDER,8,0.8,HIGH,NORMAL,5|5|4|6|6|1|7,57,0.58,0.82,122,-162,-162,-407.5,320,0.421,0.579,0.938,0.4188,4.68,4.68,4.23,3.14,1
2026-04-04,Detroit Pistons (-144) @ Philadelphia 76ers (+118),Ausar Thompson,C1,6.5,5.56,-0.94,14.5,UNDER,UNDER,8.4,0.8,MED,NORMAL,5|4|4|6|7|7|9,57,1.138,0.44,180,115,115,118,-144,0.434,0.566,0.796,0.3093,5.6,5.6,5.31,3.71,6
2026-04-04,Detroit Pistons (-144) @ Philadelphia 76ers (+118),Jalen Duren,C1,11.5,10.35,-1.15,10,UNDER,UNDER,9.6,0.8,LOW,NORMAL,6|11|14|10|13|9|14,45,1.908,0.15,190,100,100,118,-144,0.408,0.592,0.727,0.227,10.28,10.28,10.76,5.73,6
2026-04-04,Toronto Raptors (+320) @ Boston Celtics (-408),Scottie Barnes,C1,7.5,5.95,-1.55,20.7,UNDER,UNDER,10.6,0.8,MED,NORMAL,7|8|6|5|1|5|3,44,1.282,0.71,120,-160,-160,-407.5,320,0.425,0.575,0.887,0.3531,6.04,6.04,5.42,3.35,1
2026-04-04,Washington Wizards (+1100) @ Miami Heat (-2400),Kel'el Ware,C1,7.5,8.5,1,13.3,OVER,OVER,8.4,0.6,LOW,NORMAL,1|7|11|8|3|6|2,40,1.949,0.4,160,-123,160,-2400,1100,0.411,0.589,0.696,0.253,8.68,8.68,7.51,4.54,5
2026-04-04,Los Angeles Lakers (-260) @ Dallas Mavericks (+212),LeBron James,C1,7.5,6.21,-1.29,17.2,UNDER,UNDER,9.7,0.8,MED,NORMAL,6|9|9|6|10|5|6,39,1.01,0.84,114,-152,-152,212.5,-260,0.437,0.563,0.899,0.3727,6.12,6.12,6.69,4.84,1
2026-04-04,Toronto Raptors (+320) @ Boston Celtics (-408),Jaylen Brown,C1,6.5,7.16,0.66,10.2,OVER,OVER,6.1,0.4,MED,NORMAL,6|6|7|8|10|3|3,38,1.01,0.31,124,-166,124,-407.5,320,0.417,0.583,0.743,0.2679,7.28,7.28,6.49,4.23,1
2026-04-04,Washington Wizards (+1100) @ Miami Heat (-2400),Bam Adebayo,C1,11.5,10.42,-1.08,9.4,UNDER,UNDER,9.4,0.8,LOW,NORMAL,21|3|10|16|12|16|10,34,1.925,0.53,145,-115,-115,-2400,1100,0.433,0.567,0.713,0.1915,10.4,10.4,10.53,6.13,6
2026-04-04,Detroit Pistons (-144) @ Philadelphia 76ers (+118),Daniss Jenkins,C1,3.5,2.97,-0.53,15.1,UNDER,PASS,5.1,0.6,HIGH,NORMAL,4|3|2|8|4|5|5,88,0.751,0.29,135,122,122,118,-144,0.486,0.514,0.76,0.2816,2.84,2.84,3.69,3.29,6
2026-04-04,San Antonio Spurs (-138) @ Denver Nuggets (+118),Bruce Brown,C1,3.5,3,-0.5,14.3,UNDER,PASS,5.9,0.8,HIGH,NORMAL,3|3|9|2|3|1|3,86,0.385,0.1,113,-143,-143,118,-138,0.444,0.556,0.903,0.3821,2.41,3.32,3.28,2.97,5
2026-04-04,Washington Wizards (+1100) @ Miami Heat (-2400),Andrew Wiggins,C1,5.5,5.11,-0.39,7.1,UNDER,PASS,6,0.8,HIGH,NORMAL,4|3|3|1|6|8|4,76,0.717,0.27,190,-125,-125,-2400,1100,0.383,0.617,0.707,0.1704,5.2,5.2,4.63,3.53,6
2026-04-04,Detroit Pistons (-144) @ Philadelphia 76ers (+118),Duncan Robinson,C1,2.5,2.7,0.2,8,OVER,PASS,4.5,0.8,HIGH,NORMAL,5|1|0|7|2|1|4,74,0.169,0.14,150,114,150,118,-144,0.461,0.539,0.748,0.29,2.72,2.72,2.61,2.53,4
2026-04-04,San Antonio Spurs (-138) @ Denver Nuggets (+118),Aaron Gordon,C1,4.5,5.34,0.84,18.7,OVER,PASS,5.2,0.4,MED,NORMAL,5|5|5|3|6|7|2,73,0.844,0.18,125,115,125,118,-138,0.489,0.511,0.84,0.356,4.35,6,5.45,3.54,6
2026-04-04,San Antonio Spurs (-138) @ Denver Nuggets (+118),Cameron Johnson,C1,3.5,3.32,-0.18,5.1,UNDER,PASS,3.9,0.6,HIGH,NORMAL,5|2|3|1|4|1|9,73,0.699,0.26,200,-112,-112,118,-138,0.387,0.613,0.602,0.0781,3.14,3.56,2.96,2.47,6
2026-04-04,San Antonio Spurs (-138) @ Denver Nuggets (+118),Julian Champagnie,C1,4.5,5,0.5,11.1,OVER,PASS,5.3,0.6,HIGH,NORMAL,7|5|8|4|8|3|8,72,0.736,0.46,150,106,150,118,-138,0.452,0.548,0.752,0.2933,5,5,5.01,3.88,6
