date,game,player_name,cluster,line,prediction,edge,edge_pct,direction,pick,edge_score,ag_score,agreement,role_flag,last7_vals,confidence,model_std,blowout_risk,best_over_odds,best_under_odds,best_odds_for_bet,home_ml,away_ml,imp_over_prob,imp_under_prob,model_win_prob,kelly,m1_xgb,m4_mean,m5_context,m7_matchup,n_books
2026-03-06,New Orleans Pelicans (+180) @ Phoenix Suns (-215),Devin Booker,C1,4.5,3.32,-1.18,26.2,UNDER,UNDER,8.4,0.8,HIGH,NORMAL,4|2|4|1|1|4|6,100,0.499,0.05,130,121,121,-215,180,0.49,0.51,0.991,0.4918,3.36,3.36,3.11,2.66,5
2026-03-06,Indiana Pacers (+342) @ Los Angeles Lakers (-435),Aaron Nesmith,C3,3.5,4.34,0.84,24,OVER,OVER,7.7,0.8,HIGH,NORMAL,1|6|1|1|8|2|3,100,0.661,0.22,200,-123,200,-435,342,0.377,0.623,0.898,0.4235,4.44,4.44,3.71,5.4,5
2026-03-06,Indiana Pacers (+342) @ Los Angeles Lakers (-435),Rui Hachimura,C1,3.5,2.73,-0.77,22,UNDER,UNDER,7,0.8,HIGH,NORMAL,3|2|2|0|2|2|2,98,0.508,0.19,180,-104,-104,-435,342,0.412,0.588,0.935,0.4337,2.8,2.8,2.36,2.26,5
2026-03-06,Dallas Mavericks (+661) @ Boston Celtics (-1000),Jayson Tatum,C4,4.5,8.32,3.82,84.9,OVER,STRONG OVER,16.3,0.8,HIGH,NORMAL,,90,0.606,0.32,135,117,135,-1000,661,0.48,0.52,1,0.5,8.39,8.39,7.92,6.51,5
2026-03-06,New York Knicks (-125) @ Denver Nuggets (+105),Aaron Gordon,C3,3.5,6,2.5,71.4,OVER,STRONG OVER,13,0.8,HIGH,NORMAL,6|7|6|10|4|5|6,90,0.487,0.35,155,102,155,105,-125,0.442,0.558,1,0.5,6,6,5.99,6.17,5
2026-03-06,Dallas Mavericks (+661) @ Boston Celtics (-1000),Nikola Vucevic,C3,6.5,8.71,2.21,34,OVER,STRONG OVER,12,0.8,HIGH,NORMAL,8|4|8|11|12|5|4,90,0.698,0.57,135,-112,135,-1000,661,0.446,0.554,0.999,0.4991,8.84,8.84,7.97,7.18,5
2026-03-06,Indiana Pacers (+342) @ Los Angeles Lakers (-435),Jaxson Hayes,C1,5.5,4.06,-1.44,26.2,UNDER,UNDER,9.4,0.8,HIGH,NORMAL,3|1|8|5|5|6|5,90,0.587,0.48,130,110,110,-435,342,0.477,0.523,0.993,0.4933,4,4,4.39,3.48,5
2026-03-06,Dallas Mavericks (+661) @ Boston Celtics (-1000),Naji Marshall,C1,4.5,5.14,0.64,14.2,OVER,OVER,6.2,0.6,HIGH,NORMAL,2|5|2|5|10|2|4,86,0.763,0.21,190,-123,190,-1000,661,0.385,0.615,0.799,0.3466,5.2,5.2,4.82,3.17,5
2026-03-06,Indiana Pacers (+342) @ Los Angeles Lakers (-435),Pascal Siakam,C3,5.5,6.28,0.78,14.2,OVER,OVER,6.1,0.6,HIGH,NORMAL,4|6|4|6|1|8|5,86,0.614,0.25,130,104,130,-435,342,0.47,0.53,0.898,0.4098,6.43,6.43,5.46,5.88,5
2026-03-06,Miami Heat (+240) @ Charlotte Hornets (-290),Moussa Diabate,C3,10.5,8.45,-2.05,19.5,UNDER,STRONG UNDER,11.9,0.8,HIGH,NORMAL,15|6|7|11|11|8|9,84,0.699,0.6,160,-135,-135,-290,240,0.401,0.599,0.998,0.4976,8.46,8.46,8.4,7.35,5
2026-03-06,Indiana Pacers (+342) @ Los Angeles Lakers (-435),Jay Huff,C1,4.5,3.69,-0.81,18,UNDER,UNDER,7.6,0.8,HIGH,NORMAL,8|1|1|4|4|4|5,82,0.583,0.37,175,-121,-121,-435,342,0.399,0.601,0.918,0.4094,3.75,3.75,3.35,2.45,5
2026-03-06,New Orleans Pelicans (+180) @ Phoenix Suns (-215),Oso Ighodaro,C1,8.5,5,-3.5,41.2,UNDER,UNDER,14.4,0.8,MED,NORMAL,2|12|2|3|4|14|9,80,1.489,0.05,150,-118,-118,-215,180,0.425,0.575,0.991,0.4902,4.84,4.84,5.89,4.29,5
2026-03-06,New Orleans Pelicans (+180) @ Phoenix Suns (-215),Derik Queen,C1,5.5,7.11,1.61,29.3,OVER,OVER,9.9,0.6,MED,NORMAL,9|7|7|9|5|2|9,80,1.3,0,135,116,135,-215,180,0.479,0.521,0.892,0.406,7.2,7.2,6.6,3.7,5
2026-03-06,Los Angeles Clippers (+218) @ San Antonio Spurs (-262),Brook Lopez,C1,4.5,3.26,-1.24,27.6,UNDER,UNDER,7.5,0.6,MED,NORMAL,6|10|4|6|7|4|3,80,0.99,0.06,210,-142,-142,-262.5,218,0.355,0.645,0.895,0.373,3,3,4.74,3.8,5
2026-03-06,New Orleans Pelicans (+180) @ Phoenix Suns (-215),Dejounte Murray,C1,4.5,3.33,-1.17,26,UNDER,UNDER,8.4,0.8,MED,NORMAL,2|3|5|8,80,1.322,0.09,180,-125,-125,-215,180,0.391,0.609,0.812,0.2885,3.33,3.33,3.31,2.77,5
