date,game,player_name,cluster,line,prediction,edge,edge_pct,direction,pick,edge_score,ag_score,agreement,role_flag,last7_vals,confidence,model_std,blowout_risk,best_over_odds,best_under_odds,best_odds_for_bet,home_ml,away_ml,imp_over_prob,imp_under_prob,model_win_prob,kelly,m1_xgb,m4_mean,m5_context,m7_matchup,n_books
2026-06-05,New York Knicks (+190) @ San Antonio Spurs (-227),Luke Kornet,C1,2.5,4.38,1.88,75.2,OVER,STRONG OVER,10.6,0.8,HIGH,NORMAL,2|2|7|1|5|4|1,91,0.558,0.11,130,-170,130,-227,190,0.408,0.592,1,0.5,4.44,4.44,4.01,3,2
2026-06-05,New York Knicks (+190) @ San Antonio Spurs (-227),Keldon Johnson,C1,3,3.91,0.91,30.3,OVER,OVER,6.7,0.6,HIGH,NORMAL,5|2|3|4|3|3|0,91,0.718,0,190,-110,190,-227,190,0.397,0.603,0.897,0.4214,4.04,4.04,3.18,2.73,2
2026-06-05,New York Knicks (+190) @ San Antonio Spurs (-227),Mitchell Robinson,C1,5.5,7.19,1.69,30.7,OVER,OVER,10.1,0.6,MED,NORMAL,6|6|6|4|3|10|6,77,1.159,0.06,190,-130,190,-227,190,0.379,0.621,0.928,0.4451,7.36,7.36,6.22,3.92,4
2026-06-05,New York Knicks (+190) @ San Antonio Spurs (-227),Stephon Castle,C1,4.5,5.68,1.18,26.2,OVER,OVER,8,0.6,MED,NORMAL,5|5|3|5|5|6|8,67,0.909,0.32,120,119,120,-227,190,0.499,0.501,0.903,0.4111,5.76,5.76,5.25,3.35,4
2026-06-05,New York Knicks (+190) @ San Antonio Spurs (-227),Josh Hart,C1,8.5,7.46,-1.04,12.2,UNDER,UNDER,9.3,0.8,LOW,NORMAL,11|9|7|4|9|11|15,25,2.031,0.61,185,110,110,-227,190,0.424,0.576,0.696,0.2098,7.48,7.48,7.32,4.71,4
2026-06-05,New York Knicks (+190) @ San Antonio Spurs (-227),Miles McBride,C1,1.5,1.75,0.25,16.7,OVER,PASS,5.2,0.8,HIGH,NORMAL,0|4|2|4|0|2|1,81,0.481,0.2,140,-183,140,-227,190,0.392,0.608,0.698,0.2411,1.72,1.72,1.91,2.71,2
2026-06-05,New York Knicks (+190) @ San Antonio Spurs (-227),De'Aaron Fox,C1,3.5,3.92,0.42,12,OVER,PASS,4.6,0.6,HIGH,NORMAL,4|7|10|4|5|0|4,80,0.514,0.08,117,-132,117,-227,190,0.447,0.553,0.793,0.308,3.84,3.84,4.35,3.49,4
2026-06-05,New York Knicks (+190) @ San Antonio Spurs (-227),Landry Shamet,C1,1.5,1.26,-0.24,16,UNDER,PASS,4.5,0.6,HIGH,NORMAL,3|0|1|4|1|0|1,76,0.465,0.48,108,-130,-130,-227,190,0.46,0.54,0.697,0.1515,1.28,1.28,1.12,2.29,4
2026-06-05,New York Knicks (+190) @ San Antonio Spurs (-227),Mikal Bridges,C1,2.5,2.82,0.32,12.8,OVER,PASS,5.2,0.8,HIGH,NORMAL,3|4|5|3|6|3|3,71,0.508,0.47,140,136,140,-227,190,0.496,0.504,0.736,0.2737,2.72,2.72,3.41,3.35,4
2026-06-05,New York Knicks (+190) @ San Antonio Spurs (-227),Jalen Brunson,C1,2.5,2.71,0.21,8.4,OVER,PASS,4.7,0.8,HIGH,NORMAL,5|4|5|3|3|2|3,65,0.196,0.45,150,125,150,-227,190,0.474,0.526,0.758,0.2983,2.68,2.68,2.89,3.07,4
2026-06-05,New York Knicks (+190) @ San Antonio Spurs (-227),Devin Vassell,C1,4.5,4.86,0.36,8,OVER,PASS,5.1,0.6,HIGH,NORMAL,4|7|6|4|1|6|9,64,0.628,0.35,180,-114,180,-227,190,0.401,0.599,0.717,0.2799,4.92,4.92,4.54,3.35,4
2026-06-05,New York Knicks (+190) @ San Antonio Spurs (-227),Dylan Harper,C1,4.5,4.84,0.34,7.6,OVER,PASS,4.8,0.6,MED,NORMAL,2|3|5|6|6|7|8,43,1.051,0.4,130,112,130,-227,190,0.48,0.52,0.627,0.17,4.76,4.76,5.28,3.56,4
2026-06-05,New York Knicks (+190) @ San Antonio Spurs (-227),OG Anunoby,C1,5.5,5.91,0.41,7.5,OVER,PASS,5.5,0.6,MED,NORMAL,3|5|5|4|7|7|3,43,0.828,0.43,175,-129,175,-227,190,0.392,0.608,0.69,0.2564,5.92,5.92,5.86,3.85,4
2026-06-05,New York Knicks (+190) @ San Antonio Spurs (-227),Julian Champagnie,C1,5.5,5.73,0.23,4.2,OVER,PASS,5,0.6,MED,NORMAL,5|5|4|8|6|6|10,38,1.055,0.43,210,108,210,-227,190,0.402,0.598,0.586,0.1944,5.76,5.76,5.56,3.7,4
2026-06-05,New York Knicks (+190) @ San Antonio Spurs (-227),Victor Wembanyama,C1,11.5,11.55,0.05,0.4,OVER,PASS,5.6,0.4,LOW,NORMAL,17|4|8|6|10|7|12,18,2.547,0.35,190,-110,190,-227,190,0.397,0.603,0.508,0.1245,11.92,11.92,9.47,4.11,4
2026-06-05,New York Knicks (+190) @ San Antonio Spurs (-227),Karl-Anthony Towns,C1,10.5,10.97,0.47,4.5,OVER,PASS,6.7,0.4,LOW,NORMAL,12|4|13|13|8|14|12,14,1.897,0.68,170,104,170,-227,190,0.43,0.57,0.598,0.1808,11.12,11.12,10.09,5.56,4
