date,game,player_name,cluster,line,prediction,edge,edge_pct,direction,pick,edge_score,ag_score,agreement,role_flag,last7_vals,confidence,model_std,blowout_risk,best_over_odds,best_under_odds,best_odds_for_bet,home_ml,away_ml,imp_over_prob,imp_under_prob,model_win_prob,kelly,m1_xgb,m4_mean,m5_context,m7_matchup,n_books
2026-03-14,Milwaukee Bucks (+275) @ Atlanta Hawks (-340),Onyeka Okongwu,C1,2.5,3.2,0.7,28,OVER,OVER,6,0.6,HIGH,NORMAL,7|3|6|1|5|2|0,87,0.471,0.59,-109,-105,-109,-340,275,0.505,0.495,0.931,0.4279,3.24,3.24,3.06,1.99,4
2026-03-14,Brooklyn Nets (+300) @ Philadelphia 76ers (-375),Cameron Payne,C1,4.5,3.02,-1.48,32.9,UNDER,UNDER,9.6,0.8,MED,NORMAL,1|2|1|6|4|10|2,80,0.949,0.29,123,-140,-140,-375,300,0.435,0.565,0.941,0.4292,2.93,2.93,3.4,2.34,6
2026-03-14,Brooklyn Nets (+300) @ Philadelphia 76ers (-375),Quentin Grimes,C1,4.5,2.51,-1.99,44.2,UNDER,UNDER,11.1,0.8,MED,NORMAL,2|1|2|3|3|2|5,70,0.521,0.52,134,-150,-150,-375,300,0.416,0.584,1,0.5,2.56,2.56,2.32,1.51,6
2026-03-14,Brooklyn Nets (+300) @ Philadelphia 76ers (-375),VJ Edgecombe,C1,4.5,3.4,-1.1,24.4,UNDER,UNDER,8.5,0.8,MED,NORMAL,1|4|4|3|1|5|0,70,0.79,0.41,135,122,122,-375,300,0.486,0.514,0.918,0.4254,3.48,3.48,3.06,1.92,6
2026-03-14,Charlotte Hornets (+180) @ San Antonio Spurs (-215),Dylan Harper,C1,3.5,4.07,0.57,16.3,OVER,OVER,6,0.6,MED,NORMAL,4|2|1|4|6|5|5,69,0.902,0.03,100,-127,100,-215,180,0.472,0.528,0.736,0.236,4.08,4.08,4.02,2.1,5
2026-03-14,Orlando Magic (+138) @ Miami Heat (-164),Tyler Herro,C1,4.5,3.88,-0.62,13.8,UNDER,UNDER,7.1,0.8,MED,NORMAL,6|7|3|2|5|9|3,66,0.979,0.26,122,-135,-135,-164,138,0.439,0.561,0.737,0.191,3.74,3.74,4.45,2.45,5
2026-03-14,Washington Wizards (+1100) @ Boston Celtics (-2200),Trae Young,C1,6.5,8.66,2.16,33.2,OVER,OVER,11.7,0.6,LOW,NORMAL,9|15|6|10|6|8|6,65,2.007,0.06,200,-120,200,-2200,1100,0.379,0.621,0.859,0.3942,8.6,8.6,8.89,3.8,6
2026-03-14,Sacramento Kings (+625) @ Los Angeles Clippers (-950),Nique Clifford,C1,3.5,2.98,-0.52,14.9,UNDER,UNDER,6.4,0.8,MED,NORMAL,7|4|4|3|2|2|8,64,0.699,0.13,125,-154,-154,-950,625,0.423,0.577,0.772,0.2104,2.96,2.96,3.05,1.84,4
2026-03-14,Charlotte Hornets (+180) @ San Antonio Spurs (-215),Coby White,C1,2.5,4.26,1.76,70.4,OVER,OVER,9.8,0.6,LOW,NORMAL,4|6|1|6|3|1|1,59,1.008,0.09,150,120,150,-215,180,0.468,0.532,0.96,0.4667,4.36,4.36,3.86,1.98,3
2026-03-14,Orlando Magic (+138) @ Miami Heat (-164),Paolo Banchero,C1,4.5,5.23,0.73,16.2,OVER,OVER,6.8,0.6,MED,NORMAL,2|6|6|3|3|7|5,59,0.948,0.39,130,115,130,-164,138,0.483,0.517,0.779,0.3045,5.24,5.24,5.18,2.53,5
2026-03-14,Washington Wizards (+1100) @ Boston Celtics (-2200),Jayson Tatum,C1,5.5,4.48,-1.02,18.5,UNDER,UNDER,8.8,0.8,LOW,NORMAL,7|2|2,58,1.074,0.24,122,-150,-150,-2200,1100,0.429,0.571,0.829,0.2862,4.5,4.5,4.41,2.51,6
